[   34318ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2287678ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2345930ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=wp-hooks,jquery-core,jquery-migrate,utils&ver=7.1:10
[ 2353768ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2367128ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2438580ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2545125ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2546313ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2547380ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2548506ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2549625ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2550647ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2608924ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2623329ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2732957ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2783515ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2798636ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2799657ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2800837ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2803260ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2804222ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2805213ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2870286ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2917383ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2918336ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2919433ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2920771ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2921658ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2924128ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 2938368ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 3242987ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 7829979ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[ 7885143ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1:1
[16924009ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=wp-hooks,jquery-core,jquery-migrate,utils&ver=7.1:10
[19301786ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=wp-hooks,jquery-core,jquery-migrate,utils&ver=7.1:10
[21812573ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=wp-hooks,jquery-core,jquery-migrate,utils,wp-dom-ready&ver=7.1:10
[21922899ms] [LOG] JQMIGRATE: Migrate is installed, version 3.4.1 @ http://localhost:8883/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=wp-hooks,jquery-core,jquery-migrate,utils,wp-dom-ready&ver=7.1:10
